#taskLabel	taskNamespace	taskType	nCores	memMb	priority	isForceLocal	dependencies	cwd	command
CallGenome		workflow	0	0	0	0			CallWorkflow
callGenomeSegment_chromId_003_12_0011	CallGenome	command	1	1536	0	0	makeTmpDir		/software/UHTS/Analysis/strelka/2.9.6/libexec/strelka2 --region 12:122169035-133275309 --ref /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/reference/Homo_sapiens.GRCh38.dna.primary_assembly.fa --max-indel-size 49 --call-regions-bed /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/targets/KRAS_TP53_CDKN2C_targets_GRCh38.bed.gz --min-mapping-quality 20 --somatic-snv-rate 0.0001 --shared-site-error-rate 0.0000000005 --shared-site-error-strand-bias-fraction 0.0 --somatic-indel-rate 0.000001 --shared-indel-error-factor 2.2 --tier2-min-mapping-quality 0 --strelka-snv-max-filtered-basecall-frac 0.4 --strelka-snv-max-spanning-deletion-frac 0.75 --strelka-snv-min-qss-ref 15 --strelka-indel-max-window-filtered-basecall-frac 0.3 --strelka-indel-min-qsi-ref 40 --ssnv-contam-tolerance 0.15 --indel-contam-tolerance 0.15 --somatic-snv-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticSNVScoringModels.json --somatic-indel-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticIndelScoringModels.json --normal-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_N.coordSorted.rg.dedup.bam --tumor-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_T.coordSorted.rg.dedup.bam --somatic-snv-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_003_12_0011.vcf --somatic-indel-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_003_12_0011.vcf --stats-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/runStats.chromId_003_12_0011.xml --strelka-skip-header
compressSegmentOutput_chromId_003_12_0011	CallGenome	command	1	2048	0	1	callGenomeSegment_chromId_003_12_0011		"/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_003_12_0011.vcf" && "/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_003_12_0011.vcf"
callGenomeSegment_chromId_008_17_0000	CallGenome	command	1	1536	0	0	makeTmpDir		/software/UHTS/Analysis/strelka/2.9.6/libexec/strelka2 --region 17:1-11893921 --ref /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/reference/Homo_sapiens.GRCh38.dna.primary_assembly.fa --max-indel-size 49 --call-regions-bed /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/targets/KRAS_TP53_CDKN2C_targets_GRCh38.bed.gz --min-mapping-quality 20 --somatic-snv-rate 0.0001 --shared-site-error-rate 0.0000000005 --shared-site-error-strand-bias-fraction 0.0 --somatic-indel-rate 0.000001 --shared-indel-error-factor 2.2 --tier2-min-mapping-quality 0 --strelka-snv-max-filtered-basecall-frac 0.4 --strelka-snv-max-spanning-deletion-frac 0.75 --strelka-snv-min-qss-ref 15 --strelka-indel-max-window-filtered-basecall-frac 0.3 --strelka-indel-min-qsi-ref 40 --ssnv-contam-tolerance 0.15 --indel-contam-tolerance 0.15 --somatic-snv-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticSNVScoringModels.json --somatic-indel-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticIndelScoringModels.json --normal-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_N.coordSorted.rg.dedup.bam --tumor-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_T.coordSorted.rg.dedup.bam --somatic-snv-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_008_17_0000.vcf --somatic-indel-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_008_17_0000.vcf --stats-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/runStats.chromId_008_17_0000.xml --strelka-skip-header
compressSegmentOutput_chromId_008_17_0000	CallGenome	command	1	2048	0	1	callGenomeSegment_chromId_008_17_0000		"/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_008_17_0000.vcf" && "/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_008_17_0000.vcf"
callGenomeSegment_chromId_008_17_0001	CallGenome	command	1	1536	0	0	makeTmpDir		/software/UHTS/Analysis/strelka/2.9.6/libexec/strelka2 --region 17:11893922-23787841 --ref /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/reference/Homo_sapiens.GRCh38.dna.primary_assembly.fa --max-indel-size 49 --call-regions-bed /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/targets/KRAS_TP53_CDKN2C_targets_GRCh38.bed.gz --min-mapping-quality 20 --somatic-snv-rate 0.0001 --shared-site-error-rate 0.0000000005 --shared-site-error-strand-bias-fraction 0.0 --somatic-indel-rate 0.000001 --shared-indel-error-factor 2.2 --tier2-min-mapping-quality 0 --strelka-snv-max-filtered-basecall-frac 0.4 --strelka-snv-max-spanning-deletion-frac 0.75 --strelka-snv-min-qss-ref 15 --strelka-indel-max-window-filtered-basecall-frac 0.3 --strelka-indel-min-qsi-ref 40 --ssnv-contam-tolerance 0.15 --indel-contam-tolerance 0.15 --somatic-snv-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticSNVScoringModels.json --somatic-indel-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticIndelScoringModels.json --normal-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_N.coordSorted.rg.dedup.bam --tumor-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_T.coordSorted.rg.dedup.bam --somatic-snv-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_008_17_0001.vcf --somatic-indel-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_008_17_0001.vcf --stats-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/runStats.chromId_008_17_0001.xml --strelka-skip-header
compressSegmentOutput_chromId_008_17_0001	CallGenome	command	1	2048	0	1	callGenomeSegment_chromId_008_17_0001		"/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_008_17_0001.vcf" && "/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_008_17_0001.vcf"
callGenomeSegment_chromId_008_17_0002	CallGenome	command	1	1536	0	0	makeTmpDir		/software/UHTS/Analysis/strelka/2.9.6/libexec/strelka2 --region 17:23787842-35681761 --ref /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/reference/Homo_sapiens.GRCh38.dna.primary_assembly.fa --max-indel-size 49 --call-regions-bed /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/targets/KRAS_TP53_CDKN2C_targets_GRCh38.bed.gz --min-mapping-quality 20 --somatic-snv-rate 0.0001 --shared-site-error-rate 0.0000000005 --shared-site-error-strand-bias-fraction 0.0 --somatic-indel-rate 0.000001 --shared-indel-error-factor 2.2 --tier2-min-mapping-quality 0 --strelka-snv-max-filtered-basecall-frac 0.4 --strelka-snv-max-spanning-deletion-frac 0.75 --strelka-snv-min-qss-ref 15 --strelka-indel-max-window-filtered-basecall-frac 0.3 --strelka-indel-min-qsi-ref 40 --ssnv-contam-tolerance 0.15 --indel-contam-tolerance 0.15 --somatic-snv-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticSNVScoringModels.json --somatic-indel-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticIndelScoringModels.json --normal-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_N.coordSorted.rg.dedup.bam --tumor-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_T.coordSorted.rg.dedup.bam --somatic-snv-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_008_17_0002.vcf --somatic-indel-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_008_17_0002.vcf --stats-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/runStats.chromId_008_17_0002.xml --strelka-skip-header
compressSegmentOutput_chromId_008_17_0002	CallGenome	command	1	2048	0	1	callGenomeSegment_chromId_008_17_0002		"/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_008_17_0002.vcf" && "/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_008_17_0002.vcf"
callGenomeSegment_chromId_008_17_0003	CallGenome	command	1	1536	0	0	makeTmpDir		/software/UHTS/Analysis/strelka/2.9.6/libexec/strelka2 --region 17:35681762-47575681 --ref /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/reference/Homo_sapiens.GRCh38.dna.primary_assembly.fa --max-indel-size 49 --call-regions-bed /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/targets/KRAS_TP53_CDKN2C_targets_GRCh38.bed.gz --min-mapping-quality 20 --somatic-snv-rate 0.0001 --shared-site-error-rate 0.0000000005 --shared-site-error-strand-bias-fraction 0.0 --somatic-indel-rate 0.000001 --shared-indel-error-factor 2.2 --tier2-min-mapping-quality 0 --strelka-snv-max-filtered-basecall-frac 0.4 --strelka-snv-max-spanning-deletion-frac 0.75 --strelka-snv-min-qss-ref 15 --strelka-indel-max-window-filtered-basecall-frac 0.3 --strelka-indel-min-qsi-ref 40 --ssnv-contam-tolerance 0.15 --indel-contam-tolerance 0.15 --somatic-snv-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticSNVScoringModels.json --somatic-indel-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticIndelScoringModels.json --normal-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_N.coordSorted.rg.dedup.bam --tumor-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_T.coordSorted.rg.dedup.bam --somatic-snv-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_008_17_0003.vcf --somatic-indel-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_008_17_0003.vcf --stats-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/runStats.chromId_008_17_0003.xml --strelka-skip-header
compressSegmentOutput_chromId_008_17_0003	CallGenome	command	1	2048	0	1	callGenomeSegment_chromId_008_17_0003		"/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_008_17_0003.vcf" && "/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_008_17_0003.vcf"
callGenomeSegment_chromId_008_17_0004	CallGenome	command	1	1536	0	0	makeTmpDir		/software/UHTS/Analysis/strelka/2.9.6/libexec/strelka2 --region 17:47575682-59469601 --ref /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/reference/Homo_sapiens.GRCh38.dna.primary_assembly.fa --max-indel-size 49 --call-regions-bed /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/targets/KRAS_TP53_CDKN2C_targets_GRCh38.bed.gz --min-mapping-quality 20 --somatic-snv-rate 0.0001 --shared-site-error-rate 0.0000000005 --shared-site-error-strand-bias-fraction 0.0 --somatic-indel-rate 0.000001 --shared-indel-error-factor 2.2 --tier2-min-mapping-quality 0 --strelka-snv-max-filtered-basecall-frac 0.4 --strelka-snv-max-spanning-deletion-frac 0.75 --strelka-snv-min-qss-ref 15 --strelka-indel-max-window-filtered-basecall-frac 0.3 --strelka-indel-min-qsi-ref 40 --ssnv-contam-tolerance 0.15 --indel-contam-tolerance 0.15 --somatic-snv-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticSNVScoringModels.json --somatic-indel-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticIndelScoringModels.json --normal-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_N.coordSorted.rg.dedup.bam --tumor-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_T.coordSorted.rg.dedup.bam --somatic-snv-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_008_17_0004.vcf --somatic-indel-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_008_17_0004.vcf --stats-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/runStats.chromId_008_17_0004.xml --strelka-skip-header
compressSegmentOutput_chromId_008_17_0004	CallGenome	command	1	2048	0	1	callGenomeSegment_chromId_008_17_0004		"/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_008_17_0004.vcf" && "/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_008_17_0004.vcf"
callGenomeSegment_chromId_008_17_0005	CallGenome	command	1	1536	0	0	makeTmpDir		/software/UHTS/Analysis/strelka/2.9.6/libexec/strelka2 --region 17:59469602-71363521 --ref /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/reference/Homo_sapiens.GRCh38.dna.primary_assembly.fa --max-indel-size 49 --call-regions-bed /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/targets/KRAS_TP53_CDKN2C_targets_GRCh38.bed.gz --min-mapping-quality 20 --somatic-snv-rate 0.0001 --shared-site-error-rate 0.0000000005 --shared-site-error-strand-bias-fraction 0.0 --somatic-indel-rate 0.000001 --shared-indel-error-factor 2.2 --tier2-min-mapping-quality 0 --strelka-snv-max-filtered-basecall-frac 0.4 --strelka-snv-max-spanning-deletion-frac 0.75 --strelka-snv-min-qss-ref 15 --strelka-indel-max-window-filtered-basecall-frac 0.3 --strelka-indel-min-qsi-ref 40 --ssnv-contam-tolerance 0.15 --indel-contam-tolerance 0.15 --somatic-snv-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticSNVScoringModels.json --somatic-indel-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticIndelScoringModels.json --normal-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_N.coordSorted.rg.dedup.bam --tumor-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_T.coordSorted.rg.dedup.bam --somatic-snv-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_008_17_0005.vcf --somatic-indel-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_008_17_0005.vcf --stats-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/runStats.chromId_008_17_0005.xml --strelka-skip-header
compressSegmentOutput_chromId_008_17_0005	CallGenome	command	1	2048	0	1	callGenomeSegment_chromId_008_17_0005		"/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_008_17_0005.vcf" && "/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_008_17_0005.vcf"
callGenomeSegment_chromId_008_17_0006	CallGenome	command	1	1536	0	0	makeTmpDir		/software/UHTS/Analysis/strelka/2.9.6/libexec/strelka2 --region 17:71363522-83257441 --ref /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/reference/Homo_sapiens.GRCh38.dna.primary_assembly.fa --max-indel-size 49 --call-regions-bed /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/targets/KRAS_TP53_CDKN2C_targets_GRCh38.bed.gz --min-mapping-quality 20 --somatic-snv-rate 0.0001 --shared-site-error-rate 0.0000000005 --shared-site-error-strand-bias-fraction 0.0 --somatic-indel-rate 0.000001 --shared-indel-error-factor 2.2 --tier2-min-mapping-quality 0 --strelka-snv-max-filtered-basecall-frac 0.4 --strelka-snv-max-spanning-deletion-frac 0.75 --strelka-snv-min-qss-ref 15 --strelka-indel-max-window-filtered-basecall-frac 0.3 --strelka-indel-min-qsi-ref 40 --ssnv-contam-tolerance 0.15 --indel-contam-tolerance 0.15 --somatic-snv-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticSNVScoringModels.json --somatic-indel-scoring-model-file /software/UHTS/Analysis/strelka/2.9.6/share/config/somaticIndelScoringModels.json --normal-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_N.coordSorted.rg.dedup.bam --tumor-align-file /data/courses/cancergenomics/SomaticVariantCalling_CancerGenomics_2019/dedup/Case_001_T.coordSorted.rg.dedup.bam --somatic-snv-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_008_17_0006.vcf --somatic-indel-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_008_17_0006.vcf --stats-file /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/runStats.chromId_008_17_0006.xml --strelka-skip-header
compressSegmentOutput_chromId_008_17_0006	CallGenome	command	1	2048	0	1	callGenomeSegment_chromId_008_17_0006		"/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_008_17_0006.vcf" && "/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzip" "/data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.indels.unfiltered.chromId_008_17_0006.vcf"
completedAllGenomeSegments	CallGenome	command	0	0	0	0	compressSegmentOutput_chromId_000_1_0000,compressSegmentOutput_chromId_000_1_0007,compressSegmentOutput_chromId_003_12_0006,compressSegmentOutput_chromId_008_17_0004,compressSegmentOutput_chromId_000_1_0014,compressSegmentOutput_chromId_008_17_0005,compressSegmentOutput_chromId_000_1_0013,compressSegmentOutput_chromId_000_1_0011,compressSegmentOutput_chromId_000_1_0002,compressSegmentOutput_chromId_003_12_0008,compressSegmentOutput_chromId_000_1_0004,compressSegmentOutput_chromId_008_17_0006,compressSegmentOutput_chromId_000_1_0015,compressSegmentOutput_chromId_000_1_0019,compressSegmentOutput_chromId_000_1_0006,compressSegmentOutput_chromId_003_12_0009,compressSegmentOutput_chromId_000_1_0016,compressSegmentOutput_chromId_008_17_0003,compressSegmentOutput_chromId_000_1_0001,compressSegmentOutput_chromId_000_1_0012,compressSegmentOutput_chromId_000_1_0005,compressSegmentOutput_chromId_003_12_0004,compressSegmentOutput_chromId_000_1_0008,compressSegmentOutput_chromId_003_12_0003,compressSegmentOutput_chromId_008_17_0000,compressSegmentOutput_chromId_008_17_0002,compressSegmentOutput_chromId_008_17_0001,compressSegmentOutput_chromId_000_1_0003,compressSegmentOutput_chromId_000_1_0018,compressSegmentOutput_chromId_003_12_0011,compressSegmentOutput_chromId_003_12_0010,compressSegmentOutput_chromId_000_1_0009,compressSegmentOutput_chromId_003_12_0002,compressSegmentOutput_chromId_003_12_0001,compressSegmentOutput_chromId_000_1_0010,compressSegmentOutput_chromId_000_1_0020,compressSegmentOutput_chromId_000_1_0017,compressSegmentOutput_chromId_003_12_0000,compressSegmentOutput_chromId_003_12_0005,compressSegmentOutput_chromId_003_12_0007		
SNV_concat_vcf	CallGenome	command	1	2048	0	1	completedAllGenomeSegments		/software/UHTS/Analysis/strelka/2.9.6/libexec/bgzf_cat -o /data/users/student06/day2/part34/strelka/results/variants/somatic.snvs.vcf.gz /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_000_1_0000.vcf.gz /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_000_1_0001.vcf.gz /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_000_1_0002.vcf.gz /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_000_1_0003.vcf.gz /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_000_1_0004.vcf.gz /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_000_1_0005.vcf.gz /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_000_1_0006.vcf.gz /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_000_1_0007.vcf.gz /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_000_1_0008.vcf.gz /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_000_1_0009.vcf.gz /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_000_1_0010.vcf.gz /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_000_1_0011.vcf.gz /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_000_1_0012.vcf.gz /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_000_1_0013.vcf.gz /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_000_1_0014.vcf.gz /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_000_1_0015.vcf.gz /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_000_1_0016.vcf.gz /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_000_1_0017.vcf.gz /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_000_1_0018.vcf.gz /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_000_1_0019.vcf.gz /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_000_1_0020.vcf.gz /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_003_12_0000.vcf.gz /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_003_12_0001.vcf.gz /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_003_12_0002.vcf.gz /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_003_12_0003.vcf.gz /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_003_12_0004.vcf.gz /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_003_12_0005.vcf.gz /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_003_12_0006.vcf.gz /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_003_12_0007.vcf.gz /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_003_12_0008.vcf.gz /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_003_12_0009.vcf.gz /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_003_12_0010.vcf.gz /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_003_12_0011.vcf.gz /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_008_17_0000.vcf.gz /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_008_17_0001.vcf.gz /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_008_17_0002.vcf.gz /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_008_17_0003.vcf.gz /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_008_17_0004.vcf.gz /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_008_17_0005.vcf.gz /data/users/student06/day2/part34/strelka/workspace/genomeSegment.tmpdir/somatic.snvs.unfiltered.chromId_008_17_0006.vcf.gz
SNV_index_vcf	CallGenome	command	1	2048	0	1	SNV_concat_vcf		/software/UHTS/Analysis/strelka/2.9.6/libexec/tabix -p vcf /data/users/student06/day2/part34/strelka/results/variants/somatic.snvs.vcf.gz
